Brand;Model;Body_Type;Year;Price;Mileage;Engine_Size;Horsepower;Fuel_Type;Gender;Marital_Status;Has_Children;Social_Status
Tesla;Model Y;Sedan;2018;28529;33434;;399;Petrol;Male;Single;3;1
BMW;5 Series;Hatchback;2020;47846;58839;1,8;395;Petrol;Male;Married;2;2
Ford;Fusion;Sedan;2020;32180;34321;1,8;202;Petrol;Male;Married;1;2
Toyota;RAV4;Sedan;2020;21906;60561;2;195;Petrol;Male;Single;1;2
Kia;Soul;Sedan;2021;27184;74722;2;230;Petrol;Female;Married;2;4
Chevrolet;Malibu;Sedan;2020;40533;96666;2,5;347;Petrol;Male;Married;2;4
Chevrolet;Equinox;Sedan;2020;37769;73067;2;394;Electric;Male;Married;3;1
Honda;Accord;Hatchback;2021;38552;95865;2,5;121;Petrol;Male;Married;0;5
Ford;Fusion;Sedan;2020;36805;25563;2;218;Petrol;Female;Single;3;2
BMW;X5;Sedan;2020;31191;35276;2;241;Petrol;Female;Single;3;2
Kia;Optima;Sedan;2019;22700;82285;2;111;Petrol;Male;Married;3;2
Chevrolet;Camaro;Sedan;2018;20719;39715;2,5;130;Petrol;Female;Married;0;2
Nissan;Maxima;Truck;2020;47989;76355;2;355;Petrol;Male;Married;2;5
Chevrolet;Silverado;Truck;2021;26260;23257;2;365;Petrol;Male;Married;2;5
Nissan;Rogue;Sedan;2020;39924;55185;1,6;177;Petrol;Female;Married;1;5
Nissan;Rogue;Sedan;2019;49985;59539;;188;Petrol;Male;Married;2;5
Tesla;Model 3;Sedan;2020;24697;64479;3,5;379;Petrol;Female;Single;0;3
Mercedes;C-Class;Sedan;2019;46642;58589;2,5;178;Petrol;Male;Married;3;1
Chevrolet;Camaro;Sedan;2021;41105;60597;2;182;Petrol;Male;Single;3;1
Toyota;Camry;Truck;2021;42397;14730;2,5;138;Petrol;Male;Married;2;5
Hyundai;Tucson;Sedan;2020;37828;62477;2,5;108;Petrol;Male;Single;2;5
Tesla;Model 3;Sedan;2020;32914;22662;1,8;336;Petrol;Male;Married;3;3
Ford;Fusion;Sedan;2021;28410;21660;2,5;115;Petrol;Male;Married;3;3
Ford;F-150;Truck;2020;19041;48575;2,5;145;Petrol;Male;Single;2;2
BMW;X5;Sedan;2021;43824;15766;2;280;Petrol;Male;Single;2;1
Mercedes;E-Class;Truck;2018;43141;17446;2;339;Petrol;Male;Single;0;4
Toyota;Corolla;Sedan;2021;34074;75872;3,5;207;Petrol;Female;Single;0;1
Mercedes;GLC;Hatchback;2018;29367;56115;2;134;Petrol;Male;Married;0;1
Kia;Sorento;Truck;2018;48379;39495;2,5;288;Petrol;Male;Married;2;2
BMW;5 Series;Sedan;2020;24006;73521;1,8;238;Petrol;Male;Married;1;4
Tesla;Model Y;Sedan;2020;29039;35391;2;264;Petrol;Male;Single;2;4
Honda;Fit;Truck;2018;30350;30609;1,6;262;Petrol;Male;Single;0;3
Chevrolet;Silverado;Sedan;2020;36220;40029;;297;Petrol;Male;Single;2;5
Mercedes;E-Class;Sedan;2020;33044;60866;2;194;Petrol;Female;Married;1;4
BMW;X3;Truck;2020;45417;16688;2;233;Petrol;Female;Single;2;4
Ford;Explorer;Sedan;2021;44778;43546;2;171;Petrol;Male;Married;3;3
Nissan;Maxima;Sedan;2020;45901;92805;2;165;Petrol;Male;Married;1;1
Honda;Fit;Sedan;2020;38049;60074;1,8;271;Petrol;Female;Single;2;2
Chevrolet;Equinox;Sedan;2021;23298;99417;2;295;Petrol;Female;Married;2;4
Nissan;Maxima;Sedan;2020;30649;51351;2;150;Petrol;Female;Married;1;1
Ford;F-150;Sedan;2021;42895;13879;2;101;Petrol;Female;Married;3;1
Mercedes;GLE;Sedan;2019;41480;33320;2;157;Petrol;Male;Single;2;1
Honda;Accord;Sedan;2018;45419;97607;2;240;Petrol;Male;Married;1;2
Mercedes;C-Class;Sedan;2021;38990;45218;2;186;Petrol;Female;Single;1;2
Toyota;Corolla;Sedan;2019;46828;10585;1,8;354;Petrol;Female;Married;2;2
Tesla;Model S;Sedan;2020;25636;25419;2;126;Petrol;Male;Single;0;5
Toyota;Corolla;Hatchback;2021;39004;89070;2;396;Petrol;Male;Married;3;3
Honda;Civic;Sedan;2020;45846;49073;2;258;Petrol;Female;Single;0;3
Mercedes;C-Class;Sedan;2021;30167;26103;;177;Petrol;Male;Married;1;1
Nissan;Rogue;Sedan;2019;30330;95958;1,8;168;Electric;Male;Single;1;2
Honda;Accord;Sedan;2020;22396;15570;2;348;Petrol;Female;Single;2;2
Tesla;Model S;Sedan;2021;42342;9269;2;113;Petrol;Male;Married;1;2
Toyota;Prius;Sedan;2021;42015;98509;2,5;187;Petrol;Male;Married;1;1
Mercedes;GLE;Hatchback;2019;47316;52478;1,8;312;Petrol;Female;Single;1;2
Nissan;Rogue;Sedan;2018;22723;68002;2;338;Petrol;Female;Married;0;4
Kia;Soul;Sedan;2021;23339;79964;2;127;Electric;Female;Single;2;3
Ford;Explorer;Sedan;2021;17541;58083;2;145;Petrol;Male;Single;0;5
Hyundai;Tucson;Sedan;2021;35643;33310;2;109;Petrol;Male;Single;3;4
Hyundai;Santa Fe;Sedan;2020;27912;23887;2;309;Petrol;Male;Married;3;2
Honda;Fit;Sedan;2019;48201;74724;2;154;Petrol;Male;Single;2;2
Mercedes;GLE;Sedan;2020;36484;79648;;220;Petrol;Male;Married;2;4
Chevrolet;Malibu;Hatchback;2020;20645;28282;1,8;304;Petrol;Male;Married;0;3
BMW;3 Series;Sedan;2020;15390;88130;2;237;Petrol;Female;Single;3;5
Nissan;Rogue;Truck;2020;32846;88154;2;169;Petrol;Male;Single;2;4
Tesla;Model Y;Truck;2019;36586;29059;2;202;Electric;Male;Married;3;4
Toyota;Camry;Hatchback;2018;36131;48286;3,5;372;Petrol;Male;Married;2;5
Honda;Civic;Sedan;2018;30491;70646;3,5;230;Petrol;Male;Married;0;4
Ford;Mustang;Sedan;2020;35193;23090;2;365;Petrol;Male;Single;1;5
Kia;Sorento;Truck;2020;28785;41585;3,5;255;Petrol;Female;Married;0;4
Tesla;Model Y;Truck;2020;20615;16428;;316;Petrol;Female;Married;3;4
Tesla;Model 3;Sedan;2021;35743;59043;2,5;289;Petrol;Male;Married;3;1
BMW;X5;Hatchback;2019;17590;63413;2;267;Petrol;Male;Married;2;4
Hyundai;Sonata;Sedan;2020;43558;30310;1,6;316;Petrol;Female;Single;2;4
Ford;Fusion;Truck;2019;49236;41233;2,5;251;Petrol;Male;Married;1;4
Toyota;Camry;Sedan;2021;47881;25197;2;249;Petrol;Female;Single;0;1
Ford;Explorer;Sedan;2020;40008;28389;2,5;317;Petrol;Male;Married;0;1
Ford;Mustang;Sedan;2018;48455;65110;3,5;161;Petrol;Male;Married;1;4
Chevrolet;Silverado;Sedan;2021;32944;18462;1,8;263;Petrol;Male;Single;1;5
Mercedes;C-Class;Sedan;2020;48117;64580;2;251;Petrol;Male;Married;2;2
Mercedes;C-Class;Sedan;2018;33820;86827;2,5;363;Petrol;Male;Married;3;3
BMW;3 Series;Sedan;2020;21890;57254;2;148;Petrol;Male;Married;0;2
Tesla;Model X;Sedan;2021;45834;25154;2,5;382;Electric;Female;Married;2;5
Hyundai;Sonata;Sedan;2019;30600;23757;2;287;Petrol;Male;Single;3;1
Chevrolet;Equinox;Sedan;2021;22167;83419;2;329;Electric;Male;Married;2;4
Kia;Sportage;Sedan;2021;46759;40011;1,8;251;Petrol;Female;Married;1;4
Hyundai;Sonata;Sedan;2020;22092;21870;2;135;Petrol;Male;Married;0;1
Kia;Soul;Sedan;2020;47150;60847;2,5;273;Petrol;Male;Single;1;1
BMW;5 Series;Sedan;2020;26598;36393;;237;Petrol;Female;Single;3;2
Nissan;Rogue;Sedan;2020;21733;94248;;250;Petrol;Male;Married;3;2
Ford;F-150;Hatchback;2021;19030;85940;2,5;333;Petrol;Female;Married;1;5
Tesla;Model Y;Sedan;2018;19003;66388;2;171;Petrol;Female;Married;1;4
Kia;Optima;Sedan;2020;25380;93498;1,8;364;Petrol;Female;Single;2;1
Toyota;Corolla;Sedan;2019;25382;79962;3,5;105;Petrol;Male;Single;0;5
BMW;5 Series;Sedan;2019;26791;43585;1,8;246;Petrol;Female;Married;3;4
Hyundai;Santa Fe;Sedan;2019;32552;25886;2,5;280;Petrol;Female;Married;2;5
Hyundai;Elantra;Sedan;2020;32009;47234;2;108;Petrol;Male;Married;3;4
Honda;CR-V;Sedan;2020;18894;64969;2;217;Petrol;Male;Married;2;4
Toyota;Prius;Sedan;2021;23021;90180;2,5;120;Petrol;Male;Single;0;3
Toyota;RAV4;Truck;2018;39876;41634;1,8;349;Petrol;Male;Single;1;5
Chevrolet;Silverado;Hatchback;2020;49125;91803;2,5;303;Petrol;Male;Single;2;5
BMW;X3;Sedan;2020;33248;75698;2;159;Petrol;Female;Single;3;5
Tesla;Model X;Hatchback;2021;20620;93889;;173;Petrol;Male;Single;3;5
Toyota;Camry;Sedan;2018;33173;44986;1,6;257;Petrol;Female;Single;0;3
Nissan;Maxima;Sedan;2020;33448;77529;2;115;Electric;Male;Married;2;4
Chevrolet;Camaro;Sedan;2021;34401;99578;2,5;126;Petrol;Female;Single;0;3
Tesla;Model Y;Truck;2020;47316;98736;2;319;Petrol;Male;Married;1;3
BMW;5 Series;Hatchback;2021;28862;32034;1,6;287;Petrol;Female;Single;3;4
Tesla;Model S;Sedan;2018;32606;43046;1,6;135;Petrol;Male;Married;2;1
Kia;Soul;Truck;2021;20249;60226;2;371;Petrol;Female;Married;2;2
Mercedes;E-Class;Sedan;2021;24027;69675;1,6;153;Petrol;Male;Married;2;1
Ford;Fusion;Sedan;2021;22954;88270;2;372;Petrol;Female;Single;3;1
Nissan;Sentra;Sedan;2020;49548;68400;2,5;389;Petrol;Male;Single;2;5
Nissan;Altima;Sedan;2021;37258;50813;2,5;136;Petrol;Male;Single;2;2
Honda;Accord;Sedan;2019;28151;34883;2,5;214;Petrol;Female;Married;2;3
Hyundai;Santa Fe;Sedan;2020;40249;85062;2;119;Petrol;Male;Single;0;5
Mercedes;GLC;Sedan;2020;22802;52504;2;281;Petrol;Female;Married;3;3
BMW;X5;Hatchback;2020;45079;38065;2,5;114;Petrol;Male;Married;3;5
Tesla;Model 3;Truck;2020;38622;28782;2;239;Petrol;Female;Single;2;5
BMW;X5;Sedan;2020;25221;87550;2;371;Petrol;Female;Single;2;3
Nissan;Sentra;Sedan;2019;42601;63133;2,5;180;Petrol;Female;Single;3;4
Kia;Sorento;Sedan;2020;29108;55163;;104;Petrol;Female;Single;1;1
Ford;Explorer;Sedan;2020;40888;91180;2;342;Petrol;Male;Single;3;4
Nissan;Maxima;Sedan;2021;21482;52443;2;301;Petrol;Female;Married;3;1
Nissan;Altima;Truck;2020;23002;71145;2,5;345;Electric;Male;Single;2;2
BMW;X3;Hatchback;2019;44606;14850;2;158;Petrol;Female;Single;0;2
Tesla;Model Y;Sedan;2021;29915;86003;2,5;211;Petrol;Male;Single;3;2
Toyota;Prius;Sedan;2020;17453;24035;2,5;261;Petrol;Female;Married;2;4
BMW;X3;Sedan;2020;15701;14335;1,8;117;Petrol;Male;Single;1;3
Nissan;Rogue;Sedan;2020;44163;29372;2,5;385;Petrol;Male;Married;2;5
Toyota;RAV4;Truck;2021;38873;37371;2,5;175;Petrol;Male;Single;1;1
Honda;Accord;Sedan;2021;49499;57754;2;393;Petrol;Male;Married;2;1
Tesla;Model S;Sedan;2021;35234;88021;1,6;130;Electric;Male;Single;0;1
Chevrolet;Silverado;Sedan;2021;27222;31021;2;281;Petrol;Male;Single;1;1
Chevrolet;Malibu;Sedan;2021;46495;82153;2;388;Petrol;Female;Married;2;4
Tesla;Model S;Sedan;2019;22830;83588;2,5;160;Petrol;Female;Single;3;1
Mercedes;GLE;Sedan;2021;45281;55462;2,5;268;Petrol;Female;Married;2;2
Nissan;Maxima;Sedan;2020;20794;80755;2;326;Petrol;Female;Married;2;3
Mercedes;E-Class;Hatchback;2020;34561;83569;1,6;236;Petrol;Male;Single;0;4
Kia;Sportage;Sedan;2021;48780;15873;2;282;Petrol;Female;Single;1;1
BMW;3 Series;Sedan;2020;37335;14215;2;232;Petrol;Male;Single;2;4
BMW;X5;Sedan;2020;28642;17734;2,5;158;Petrol;Male;Single;1;4
Hyundai;Elantra;Sedan;2021;31513;18234;2;168;Petrol;Female;Single;3;4
Nissan;Rogue;Sedan;2019;36135;51360;1,8;305;Petrol;Female;Single;1;3
Mercedes;E-Class;Sedan;2020;31463;44284;2;386;Electric;Male;Single;3;3
Mercedes;E-Class;Sedan;2021;33199;71770;;131;Petrol;Male;Married;2;2
Ford;Fusion;Sedan;2021;30001;92436;;259;Petrol;Male;Married;1;4
Honda;Fit;Sedan;2020;28099;74052;2;337;Petrol;Male;Married;3;4
Tesla;Model Y;Sedan;2020;40854;12712;1,8;286;Petrol;Male;Married;1;3
Kia;Optima;Sedan;2020;21105;6588;3,5;139;Petrol;Female;Single;0;3
Kia;Optima;Sedan;2020;45966;58505;2;355;Petrol;Male;Married;0;4
Toyota;Corolla;Sedan;2021;45678;38269;2;205;Petrol;Female;Single;2;1
Chevrolet;Camaro;Hatchback;2018;32105;96813;2,5;247;Petrol;Male;Single;3;3
Mercedes;C-Class;Sedan;2020;25817;22167;2;292;Petrol;Male;Married;0;1
Nissan;Maxima;Sedan;2020;36123;48609;1,8;242;Petrol;Male;Married;2;1
BMW;3 Series;Sedan;2020;26953;67797;2,5;314;Petrol;Male;Single;3;3
Nissan;Maxima;Hatchback;2019;48439;32140;2,5;238;Petrol;Male;Single;0;5
BMW;X5;Sedan;2019;21036;77576;2,5;279;Petrol;Female;Single;0;4
Hyundai;Santa Fe;Sedan;2018;27350;76834;2,5;135;Petrol;Male;Married;2;4
BMW;X3;Sedan;2021;47595;85623;2;146;Electric;Male;Single;3;1
Toyota;Prius;Sedan;2018;41405;62761;;344;Petrol;Female;Single;2;3
Nissan;Maxima;Sedan;2020;23479;21376;2;174;Petrol;Male;Married;1;3
BMW;X5;Truck;2020;34925;51549;2;166;Petrol;Male;Married;0;1
Toyota;RAV4;Sedan;2019;34236;47099;3,5;109;Petrol;Female;Married;0;5
Tesla;Model 3;Sedan;2019;21315;35041;2;187;Petrol;Male;Married;3;4
Toyota;RAV4;Sedan;2020;22959;44569;2;184;Petrol;Male;Single;3;2
Hyundai;Sonata;Sedan;2020;28966;52262;2,5;209;Petrol;Male;Married;2;3
Hyundai;Tucson;Truck;2020;24499;85630;2;150;Petrol;Female;Married;3;3
Ford;Explorer;Sedan;2021;46175;41373;3,5;235;Petrol;Female;Single;2;5
Ford;F-150;Sedan;2020;28470;47609;2,5;346;Petrol;Male;Single;1;3
Nissan;Sentra;Sedan;2021;30896;63779;;101;Petrol;Male;Single;2;2
Hyundai;Sonata;Sedan;2021;23803;94848;2;375;Petrol;Male;Single;0;3
Ford;Explorer;Sedan;2021;26719;5004;1,6;252;Petrol;Male;Single;0;1
Hyundai;Elantra;Sedan;2019;37381;82020;2;108;Electric;Male;Married;2;4
Tesla;Model X;Sedan;2019;21437;72412;2;199;Petrol;Male;Married;0;2
Ford;Mustang;Sedan;2020;47731;16558;2,5;294;Petrol;Female;Married;3;3
Mercedes;GLE;Sedan;2019;45585;84277;2;262;Electric;Female;Married;1;5
Tesla;Model Y;Sedan;2021;32238;77064;3,5;285;Petrol;Female;Married;3;2
Honda;CR-V;Sedan;2021;47081;10619;2,5;189;Petrol;Female;Single;1;1
Ford;Fusion;Sedan;2021;18920;20220;2;161;Petrol;Male;Married;2;4
Hyundai;Tucson;Sedan;2020;36984;93233;2;219;Electric;Female;Married;1;4
Honda;CR-V;Sedan;2020;32707;44993;1,8;251;Electric;Male;Single;0;5
Tesla;Model Y;Truck;2018;48635;21908;;157;Petrol;Male;Single;0;5
Honda;Accord;Sedan;2018;23657;67685;2;210;Petrol;Male;Married;0;5
Hyundai;Sonata;Sedan;2019;39971;56925;2,5;139;Petrol;Female;Single;0;4
Ford;Fusion;Sedan;2021;36414;89631;2;304;Petrol;Male;Married;3;4
Tesla;Model S;Sedan;2018;44110;88046;1,6;102;Petrol;Male;Single;2;1
Chevrolet;Camaro;Sedan;2021;32860;18812;2,5;124;Petrol;Female;Married;1;1
Honda;Accord;Sedan;2020;26780;69521;;157;Petrol;Male;Married;0;3
Ford;Mustang;Sedan;2020;43274;60633;2;250;Petrol;Male;Single;2;2
Chevrolet;Equinox;Sedan;2019;15555;79726;2;294;Petrol;Male;Married;2;2
Chevrolet;Malibu;Sedan;2020;33118;86627;2;140;Electric;Female;Single;0;2
Toyota;Prius;Sedan;2020;49070;81535;1,6;366;Petrol;Female;Married;3;4
BMW;3 Series;Sedan;2018;42486;20508;2,5;348;Petrol;Female;Married;1;3
BMW;X5;Sedan;2019;36101;54478;2,5;188;Petrol;Male;Single;1;5
Kia;Sportage;Hatchback;2020;35750;52805;2,5;123;Petrol;Male;Married;3;2
Chevrolet;Equinox;Sedan;2021;40977;64390;3,5;168;Petrol;Female;Single;3;1
Hyundai;Santa Fe;Sedan;2021;31312;57982;3,5;255;Petrol;Female;Married;3;4
Nissan;Maxima;Sedan;2019;15987;88163;2,5;365;Petrol;Female;Single;0;2
Tesla;Model S;Sedan;2020;15658;89694;2,5;373;Petrol;Female;Single;1;3
Tesla;Model 3;Truck;2021;15471;39629;2;180;Petrol;Female;Married;1;5
Toyota;RAV4;Sedan;2021;26012;92211;2,5;228;Petrol;Male;Married;2;1
Tesla;Model S;Sedan;2020;35755;74454;1,8;180;Petrol;Male;Single;2;4
Tesla;Model X;Sedan;2021;42496;85838;1,8;355;Petrol;Female;Single;0;3
Honda;Accord;Sedan;2018;47413;36632;2;343;Petrol;Female;Single;3;1
Hyundai;Sonata;Sedan;2019;20956;5001;2;304;Petrol;Female;Single;3;2
Tesla;Model S;Sedan;2020;42338;97706;3,5;211;Petrol;Female;Married;3;1
Ford;F-150;Sedan;2018;31134;92141;2;229;Petrol;Male;Married;3;4
Ford;F-150;Sedan;2020;25926;65742;2,5;233;Petrol;Female;Single;3;2
Toyota;Prius;Sedan;2021;29875;57523;2,5;281;Petrol;Female;Single;1;4
Honda;Civic;Sedan;2019;45813;18092;2;331;Petrol;Male;Married;2;3
Ford;Fusion;Truck;2021;21115;39312;2,5;375;Petrol;Female;Single;2;3
Honda;Civic;Sedan;2018;49092;20447;1,6;230;Petrol;Male;Single;0;5
Toyota;Prius;Hatchback;2019;49726;17034;1,8;115;Petrol;Female;Single;0;4
Chevrolet;Camaro;Sedan;2020;47061;97655;;397;Petrol;Female;Married;3;5
Toyota;Corolla;Truck;2019;21398;48114;2;140;Petrol;Male;Married;3;4
Mercedes;GLC;Sedan;2021;32723;32581;2;368;Petrol;Male;Single;2;5
Mercedes;C-Class;Sedan;2020;31002;88780;1,6;192;Petrol;Male;Married;3;2
Mercedes;GLC;Sedan;2021;34551;19600;;327;Petrol;Male;Single;0;1
BMW;X5;Sedan;2020;23866;71500;2;181;Petrol;Female;Single;2;3
Hyundai;Santa Fe;Sedan;2021;30619;67793;2;110;Petrol;Male;Married;2;3
Ford;Explorer;Sedan;2021;15273;85926;2,5;265;Petrol;Male;Single;3;2
Nissan;Maxima;Sedan;2021;42490;71652;2;229;Petrol;Male;Married;3;3
Toyota;Corolla;Sedan;2020;28549;8965;3,5;225;Petrol;Female;Single;1;3
Chevrolet;Malibu;Sedan;2021;49018;9619;2;186;Petrol;Female;Married;3;3
Kia;Soul;Sedan;2020;37760;51307;2;285;Petrol;Male;Single;3;1
Kia;Sorento;Sedan;2019;46927;27949;1,8;134;Electric;Female;Married;0;2
Honda;Civic;Sedan;2021;20878;59756;2,5;263;Petrol;Male;Married;0;3
Nissan;Sentra;Sedan;2020;49120;41142;1,6;348;Petrol;Female;Married;2;2
Kia;Soul;Sedan;2020;48586;20847;1,6;268;Petrol;Male;Married;1;4
Kia;Soul;Sedan;2020;42913;26753;;175;Petrol;Male;Single;3;3
Ford;Mustang;Sedan;2020;25610;58509;2;127;Petrol;Female;Married;0;3
BMW;X5;Sedan;2019;48262;62674;2;204;Petrol;Male;Married;2;2
Kia;Optima;Sedan;2021;48470;39389;3,5;154;Petrol;Female;Single;3;1
Chevrolet;Camaro;Sedan;2021;41093;78568;2;308;Petrol;Female;Single;3;1
Hyundai;Santa Fe;Sedan;2019;48411;38852;1,8;148;Petrol;Female;Single;2;2
Tesla;Model 3;Sedan;2020;28537;63854;2;123;Petrol;Female;Married;0;5
Mercedes;C-Class;Sedan;2021;20834;18356;2;351;Petrol;Female;Single;1;2
Kia;Soul;Sedan;2021;26147;18900;3,5;197;Electric;Female;Married;0;3
Ford;Fusion;Sedan;2021;44952;8617;2;160;Petrol;Male;Married;0;2
Hyundai;Santa Fe;Sedan;2019;40327;48904;2;111;Petrol;Male;Single;1;1
Toyota;Prius;Truck;2019;43790;19924;2,5;328;Petrol;Female;Married;3;2
BMW;X5;Sedan;2020;48706;55006;2;389;Petrol;Female;Married;3;5
Honda;Fit;Sedan;2018;31184;37954;2;271;Petrol;Male;Single;2;4
Toyota;RAV4;Sedan;2019;21426;88497;2;386;Petrol;Female;Single;2;5
Toyota;Corolla;Sedan;2020;17283;93738;2;228;Petrol;Male;Single;1;1
Honda;Accord;Truck;2018;24433;84786;2;159;Petrol;Male;Married;0;4
Ford;Fusion;Sedan;2019;46531;11454;;226;Petrol;Male;Married;1;4
Mercedes;GLC;Sedan;2019;34249;51224;;382;Petrol;Female;Married;3;4
Toyota;RAV4;Hatchback;2020;24293;10405;3,5;200;Petrol;Female;Married;1;3
Chevrolet;Equinox;Sedan;2020;45918;68500;2;103;Petrol;Male;Married;3;1
Honda;Fit;Sedan;2019;39561;90689;2;113;Electric;Male;Single;1;4
Kia;Sorento;Sedan;2020;31734;77012;2;346;Petrol;Female;Single;3;4
Ford;F-150;Sedan;2021;15573;52294;1,8;272;Petrol;Female;Single;1;1
Toyota;RAV4;Sedan;2021;22956;17028;1,8;326;Petrol;Female;Single;3;2
BMW;3 Series;Sedan;2021;27674;91948;2;284;Petrol;Male;Married;1;3
Ford;Mustang;Sedan;2020;15879;67125;1,8;231;Petrol;Male;Single;1;5
Toyota;RAV4;Sedan;2020;39354;35853;2,5;132;Petrol;Female;Married;1;4
Mercedes;C-Class;Hatchback;2020;26884;8142;1,6;198;Petrol;Female;Single;1;5
Nissan;Maxima;Sedan;2018;30745;60527;1,8;150;Petrol;Female;Married;2;2
Hyundai;Santa Fe;Truck;2018;32945;66079;2;201;Petrol;Female;Single;0;2
Kia;Soul;Hatchback;2018;46189;96532;2;160;Petrol;Female;Married;3;5
Chevrolet;Malibu;Sedan;2021;16394;27745;2;361;Petrol;Male;Married;2;1
Kia;Sportage;Sedan;2020;36163;53845;3,5;322;Petrol;Male;Married;0;5
Ford;Fusion;Truck;2021;15859;98452;1,8;284;Petrol;Female;Married;2;5
Nissan;Sentra;Sedan;2020;22271;32523;2;336;Petrol;Male;Married;2;2
Kia;Sorento;Sedan;2020;35551;44612;2,5;340;Petrol;Female;Single;2;4
Nissan;Maxima;Sedan;2019;45044;81012;2;329;Petrol;Female;Single;2;2
Nissan;Maxima;Sedan;2018;45544;66483;2;187;Petrol;Male;Married;1;4
Ford;F-150;Sedan;2019;23290;61497;;175;Petrol;Female;Married;0;2
Nissan;Sentra;Sedan;2021;31745;19620;2,5;211;Petrol;Female;Married;0;2
Toyota;Camry;Truck;2020;45773;40035;2;328;Petrol;Female;Married;0;1
Kia;Sorento;Sedan;2019;36840;40629;2;354;Petrol;Female;Married;2;5
Chevrolet;Malibu;Sedan;2019;18851;18973;3,5;328;Petrol;Male;Single;0;3
BMW;3 Series;Sedan;2021;34394;5158;2;356;Electric;Female;Married;1;2
Kia;Soul;Truck;2020;30686;63765;;272;Petrol;Male;Single;1;5
Chevrolet;Equinox;Sedan;2021;28660;5504;2;165;Petrol;Female;Single;2;3
Tesla;Model S;Sedan;2020;41280;22196;3,5;135;Electric;Male;Married;2;5
Toyota;Camry;Sedan;2020;42971;49967;2;385;Petrol;Male;Single;3;3
Nissan;Altima;Hatchback;2021;46503;33462;2;339;Petrol;Female;Married;2;1
Mercedes;GLE;Sedan;2020;16649;77027;2;318;Electric;Male;Single;3;1
Ford;F-150;Sedan;2021;29752;29522;2,5;118;Electric;Female;Single;3;1
BMW;X5;Sedan;2019;15647;11020;2,5;250;Petrol;Male;Single;1;5
Toyota;RAV4;Sedan;2020;21456;69378;2;246;Petrol;Male;Married;2;2
BMW;X3;Sedan;2019;16841;21670;1,6;150;Petrol;Male;Married;3;1
Kia;Sportage;Sedan;2021;17211;65073;2;266;Petrol;Male;Married;0;2
Mercedes;C-Class;Sedan;2020;36672;74746;2;396;Petrol;Male;Single;3;4
Chevrolet;Equinox;Sedan;2020;41870;23586;1,6;337;Petrol;Male;Single;2;5
Tesla;Model Y;Sedan;2018;35430;19080;1,8;240;Petrol;Male;Single;3;3
Toyota;Prius;Sedan;2021;41574;15125;1,8;388;Petrol;Female;Single;0;3
Honda;Accord;Hatchback;2020;21258;89316;;359;Petrol;Female;Single;0;4
Ford;Explorer;Sedan;2020;16494;72648;2,5;163;Petrol;Male;Married;3;4
Hyundai;Santa Fe;Hatchback;2019;23725;25197;1,6;326;Petrol;Female;Married;0;5
Chevrolet;Malibu;Sedan;2019;26328;28519;2;244;Petrol;Male;Married;1;3
Kia;Sportage;Sedan;2021;36346;99961;2,5;124;Petrol;Male;Married;1;3
Ford;Explorer;Hatchback;2019;49562;62551;2,5;355;Petrol;Male;Single;0;2
Mercedes;GLE;Sedan;2021;24198;22449;2,5;168;Petrol;Male;Single;2;3
Chevrolet;Camaro;Truck;2021;48253;19330;3,5;143;Petrol;Female;Married;1;3
Nissan;Rogue;Sedan;2021;17155;6739;2,5;242;Petrol;Male;Single;0;4
Chevrolet;Equinox;Sedan;2021;35945;88409;2;263;Petrol;Male;Single;0;4
Kia;Optima;Sedan;2020;20334;26824;2;204;Electric;Male;Single;3;3
Hyundai;Tucson;Sedan;2021;15161;18669;2;376;Petrol;Male;Single;2;4
Chevrolet;Malibu;Sedan;2021;18748;61239;2;334;Petrol;Female;Single;3;4
BMW;3 Series;Sedan;2020;25830;81977;2;378;Electric;Female;Married;2;4
Nissan;Rogue;Sedan;2021;33645;80296;2,5;330;Petrol;Male;Single;2;5
Mercedes;C-Class;Sedan;2021;42794;29914;1,8;119;Petrol;Female;Single;2;1
Ford;Fusion;Sedan;2021;33200;61017;2;375;Petrol;Male;Married;0;1
Ford;F-150;Sedan;2019;16002;26434;2,5;273;Petrol;Female;Single;1;4
Ford;F-150;Sedan;2019;27774;63321;1,8;214;Petrol;Female;Single;3;2
Honda;Fit;Hatchback;2021;44743;22166;;183;Petrol;Female;Single;0;5
BMW;3 Series;Hatchback;2020;49516;23910;2;148;Petrol;Female;Married;0;2
Nissan;Sentra;Sedan;2020;31855;34860;2,5;287;Petrol;Male;Married;0;2
Ford;Mustang;Sedan;2018;42352;82798;2;278;Petrol;Male;Married;1;4
Nissan;Maxima;Sedan;2021;44261;97650;1,6;337;Petrol;Male;Single;3;3
BMW;3 Series;Truck;2021;34603;55251;2;367;Petrol;Female;Single;3;2
Mercedes;E-Class;Sedan;2020;25612;8897;3,5;259;Petrol;Female;Married;3;2
Mercedes;GLE;Sedan;2021;42840;30979;;146;Petrol;Female;Single;3;5
Chevrolet;Silverado;Truck;2018;48929;8096;3,5;138;Petrol;Male;Single;1;5
Hyundai;Tucson;Sedan;2021;49389;46656;1,8;190;Petrol;Female;Married;0;1
Chevrolet;Equinox;Sedan;2020;27411;33122;2;197;Petrol;Female;Single;0;3
Kia;Sorento;Sedan;2020;45663;63117;2,5;274;Petrol;Female;Married;0;4
BMW;5 Series;Truck;2021;16338;98319;1,8;301;Petrol;Male;Single;2;4
